Directorate,Question Text,Response Answer,Response Score,Question Status,Assignment Category,Person Number,User Person Type,System Person Type,Enterprise Hire Date,Month,Response Text,Response (%),Response Status,Grade Name,Length Of Service,LOS Bands
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard full time,765428,Permanent,Employee,18/08/2014,2022 / 12,,1,Submitted,Scale G,8.539726027,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Disagree,,Active,Standard full time,765428,Permanent,Employee,18/08/2014,2022 / 12,,1,Submitted,Scale G,8.539726027,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,765428,Permanent,Employee,18/08/2014,2022 / 12,,1,Submitted,Scale G,8.539726027,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,765429,Permanent,Employee,01/09/2014,2023 / 08,,1,Submitted,Scale F,9.136986301,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Prefer not to say,,Active,Standard full time,765429,Permanent,Employee,01/09/2014,2023 / 08,,1,Submitted,Scale F,9.136986301,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,725251,Permanent,Employee,04/08/2014,2023 / 10,,1,Submitted,Scale F,9.408219178,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,725251,Permanent,Employee,04/08/2014,2023 / 10,,1,Submitted,Scale F,9.408219178,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Agree,,Active,Standard full time,725265,Permanent,Employee,30/09/2014,2023 / 02,,1,Submitted,Scale E,8.665753425,5 - 10 Years
Financial Planning dummy directorate,"Regardless of background, everyone at the Bank has an equal opportunity to succeed.",Disagree,,Active,Standard full time,725265,Permanent,Employee,30/09/2014,2023 / 02,,1,Submitted,Scale E,8.665753425,5 - 10 Years
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard full time,725265,Permanent,Employee,30/09/2014,2023 / 02,,1,Submitted,Scale E,8.665753425,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Agree,,Active,Standard full time,725265,Permanent,Employee,30/09/2014,2023 / 02,,1,Submitted,Scale E,8.665753425,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,725265,Permanent,Employee,30/09/2014,2023 / 02,,1,Submitted,Scale E,8.665753425,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Strongly Disagree,,Active,Standard full time,725417,Permanent,Employee,15/09/2014,2022 / 11,,1,Submitted,Scale G,8.326027397,5 - 10 Years
Financial Planning dummy directorate,"Regardless of background, everyone at the Bank has an equal opportunity to succeed.",Agree,,Active,Standard full time,725417,Permanent,Employee,15/09/2014,2022 / 11,,1,Submitted,Scale G,8.326027397,5 - 10 Years
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard full time,725417,Permanent,Employee,15/09/2014,2022 / 11,,1,Submitted,Scale G,8.326027397,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Agree,,Active,Standard full time,725417,Permanent,Employee,15/09/2014,2022 / 11,,1,Submitted,Scale G,8.326027397,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,725417,Permanent,Employee,15/09/2014,2022 / 11,,1,Submitted,Scale G,8.326027397,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,725447,Permanent,Employee,01/12/2014,2023 / 05,,1,Submitted,Scale D,8.652054795,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,725447,Permanent,Employee,01/12/2014,2023 / 05,,1,Submitted,Scale D,8.652054795,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Strongly Disagree,,Active,Standard full time,725717,Permanent,Employee,05/01/2015,2023 / 03,,1,Submitted,Scale F,8.345205479,5 - 10 Years
Financial Planning dummy directorate,"Regardless of background, everyone at the Bank has an equal opportunity to succeed.",Agree,,Active,Standard full time,725717,Permanent,Employee,05/01/2015,2023 / 03,,1,Submitted,Scale F,8.345205479,5 - 10 Years
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard full time,725717,Permanent,Employee,05/01/2015,2023 / 03,,1,Submitted,Scale F,8.345205479,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Agree,,Active,Standard full time,725717,Permanent,Employee,05/01/2015,2023 / 03,,1,Submitted,Scale F,8.345205479,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,725717,Permanent,Employee,05/01/2015,2023 / 03,,1,Submitted,Scale F,8.345205479,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Disagree,,Active,Standard full time,725745,Permanent,Employee,19/01/2015,2022 / 11,,1,Submitted,Scale E,8.02739726,5 - 10 Years
Financial Planning dummy directorate,"Regardless of background, everyone at the Bank has an equal opportunity to succeed.",Strongly Agree,,Active,Standard full time,725745,Permanent,Employee,19/01/2015,2022 / 11,,1,Submitted,Scale E,8.02739726,5 - 10 Years
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard full time,725745,Permanent,Employee,19/01/2015,2022 / 11,,1,Submitted,Scale E,8.02739726,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Strongly Agree,,Active,Standard full time,725745,Permanent,Employee,19/01/2015,2022 / 11,,1,Submitted,Scale E,8.02739726,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,725745,Permanent,Employee,19/01/2015,2022 / 11,,1,Submitted,Scale E,8.02739726,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,725870,Permanent,Employee,02/03/2015,2023 / 09,,1,Submitted,Scale I,8.619178082,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,725870,Permanent,Employee,02/03/2015,2023 / 09,,1,Submitted,Scale I,8.619178082,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,725871,Permanent,Employee,23/02/2015,2023 / 04,,1,Submitted,Scale I,8.260273973,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,725871,Permanent,Employee,23/02/2015,2023 / 04,,1,Submitted,Scale I,8.260273973,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard full time,725885,Permanent,Employee,09/03/2015,2023 / 06,,1,Submitted,Scale G,8.347945205,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard full time,725885,Permanent,Employee,09/03/2015,2023 / 06,,1,Submitted,Scale G,8.347945205,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Temporary part time,725922,Permanent,Employee,02/03/2015,2023 / 06,,1,Submitted,Scale I,8.293150685,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Temporary part time,725922,Permanent,Employee,02/03/2015,2023 / 06,,1,Submitted,Scale I,8.293150685,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Disagree,,Active,Standard full time,725948,Permanent,Employee,30/03/2015,2023 / 10,,1,Submitted,Scale D,8.77260274,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,725948,Permanent,Employee,30/03/2015,2023 / 10,,1,Submitted,Scale D,8.77260274,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,726105,Permanent,Employee,18/05/2015,2023 / 05,,1,Submitted,Scale H,8.043835616,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,726105,Permanent,Employee,18/05/2015,2023 / 05,,1,Submitted,Scale H,8.043835616,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Disagree,,Active,Standard full time,726727,Permanent,Employee,13/07/2015,2023 / 06,,1,Submitted,Scale H,7.989041096,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,726727,Permanent,Employee,13/07/2015,2023 / 06,,1,Submitted,Scale H,7.989041096,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Agree,,Active,Standard part time,726401,Permanent,Employee,30/06/2015,2022 / 11,,1,Submitted,Scale F,7.430136986,5 - 10 Years
Financial Planning dummy directorate,"Regardless of background, everyone at the Bank has an equal opportunity to succeed.",Agree,,Active,Standard part time,726401,Permanent,Employee,30/06/2015,2022 / 11,,1,Submitted,Scale F,7.430136986,5 - 10 Years
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard part time,726401,Permanent,Employee,30/06/2015,2022 / 11,,1,Submitted,Scale F,7.430136986,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Disagree,,Active,Standard part time,726401,Permanent,Employee,30/06/2015,2022 / 11,,1,Submitted,Scale F,7.430136986,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Disagree,,Active,Standard part time,726401,Permanent,Employee,30/06/2015,2022 / 11,,1,Submitted,Scale F,7.430136986,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Agree,,Active,Standard full time,226486,Permanent,Employee,24/08/2015,2023 / 02,,1,Submitted,Scale F,7.539726027,5 - 10 Years
Financial Planning dummy directorate,"Regardless of background, everyone at the Bank has an equal opportunity to succeed.",Strongly Agree,,Active,Standard full time,226486,Permanent,Employee,24/08/2015,2023 / 02,,1,Submitted,Scale F,7.539726027,5 - 10 Years
Financial Planning dummy directorate,I am able to successfully balance my work and personal life,Not Answered,,Active,Standard full time,226486,Permanent,Employee,24/08/2015,2023 / 02,,1,Submitted,Scale F,7.539726027,5 - 10 Years
Financial Planning dummy directorate,I am fairly compensated for the work that I do.,Agree,,Active,Standard full time,226486,Permanent,Employee,24/08/2015,2023 / 02,,1,Submitted,Scale F,7.539726027,5 - 10 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,226486,Permanent,Employee,24/08/2015,2023 / 02,,1,Submitted,Scale F,7.539726027,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,226550,Permanent,Employee,07/09/2015,2023 / 07,,1,Submitted,Scale G,8.065753425,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,226550,Permanent,Employee,07/09/2015,2023 / 07,,1,Submitted,Scale G,8.065753425,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,226582,Permanent,Employee,01/09/2015,2023 / 10,,1,Submitted,Scale D,8.18630137,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,226582,Permanent,Employee,01/09/2015,2023 / 10,,1,Submitted,Scale D,8.18630137,5 - 10 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard part time,226612,Permanent,Employee,05/10/2015,2023 / 04,,1,Submitted,Scale E,7.731506849,5 - 10 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard part time,226612,Permanent,Employee,05/10/2015,2023 / 04,,1,Submitted,Scale E,7.731506849,5 - 10 Years
Financial Planning dummy directorate,I feel a sense of belonging at the Bank.,Agree,,Active,Standard full time,226688,Permanent,Employee,28/09/2015,2023 / 03,,1,Submitted,Scale G,7.528767123,5 - 10 Years
