Directorate,Question Text,Question Text Group,Response Answer,Assignment Category,Person Number,Termination Date,Allocation Date,User Person Type,Enterprise Hire Date,Month,Response Text,Response Date and Time,Grade Name,Length Of Service
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard part time,665424,25/01/2024,26/10/2023,Permanent,14/04/2008,2023 / 10,,26/10/2023,Scale D,15.79178082
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard part time,665424,25/01/2024,26/10/2023,Permanent,14/04/2008,2023 / 10,,26/10/2023,Scale D,15.79178082
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Agree,Standard part time,665424,25/01/2024,26/10/2023,Permanent,14/04/2008,2023 / 10,,26/10/2023,Scale D,15.79178082
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,665425,25/02/2023,26/01/2023,Permanent,20/10/2008,2023 / 01,,27/01/2023,Scale H,14.35890411
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,665425,25/02/2023,26/01/2023,Permanent,20/10/2008,2023 / 01,,27/01/2023,Scale H,14.35890411
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,665425,25/02/2023,26/01/2023,Permanent,20/10/2008,2023 / 01,,27/01/2023,Scale H,14.35890411
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,665425,25/02/2023,26/01/2023,Permanent,20/10/2008,2023 / 01,,27/01/2023,Scale H,14.35890411
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,665425,25/02/2023,26/01/2023,Permanent,20/10/2008,2023 / 01,,27/01/2023,Scale H,14.35890411
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,665426,25/10/2023,30/08/2023,Permanent,01/02/2010,2023 / 08,,31/08/2023,Scale D,13.7369863
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Agree,Standard full time,665426,25/10/2023,30/08/2023,Permanent,01/02/2010,2023 / 08,,31/08/2023,Scale D,13.7369863
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,665426,25/10/2023,30/08/2023,Permanent,01/02/2010,2023 / 08,,31/08/2023,Scale D,13.7369863
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,665426,25/10/2023,30/08/2023,Permanent,01/02/2010,2023 / 08,,31/08/2023,Scale D,13.7369863
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,665426,25/10/2023,30/08/2023,Permanent,01/02/2010,2023 / 08,,31/08/2023,Scale D,13.7369863
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard part time,665427,03/07/2023,05/04/2023,Permanent,03/10/2011,2023 / 04,,27/04/2023,Scale D,11.75616438
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard part time,665427,03/07/2023,05/04/2023,Permanent,03/10/2011,2023 / 04,,27/04/2023,Scale D,11.75616438
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard part time,665427,03/07/2023,05/04/2023,Permanent,03/10/2011,2023 / 04,,27/04/2023,Scale D,11.75616438
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard part time,665427,03/07/2023,05/04/2023,Permanent,03/10/2011,2023 / 04,,27/04/2023,Scale D,11.75616438
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Disagree,Standard part time,665427,03/07/2023,05/04/2023,Permanent,03/10/2011,2023 / 04,,27/04/2023,Scale D,11.75616438
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Not Answered,Standard part time,665428,06/10/2023,05/04/2023,Permanent,14/08/2008,2023 / 04,,06/04/2023,Scale D,15.15342466
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Not Answered,Standard part time,665428,06/10/2023,05/04/2023,Permanent,14/08/2008,2023 / 04,,06/04/2023,Scale D,15.15342466
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Not Answered,Standard part time,665428,06/10/2023,05/04/2023,Permanent,14/08/2008,2023 / 04,,06/04/2023,Scale D,15.15342466
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Not Answered,Standard part time,665428,06/10/2023,05/04/2023,Permanent,14/08/2008,2023 / 04,,06/04/2023,Scale D,15.15342466
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Not Answered,Standard part time,665428,06/10/2023,05/04/2023,Permanent,14/08/2008,2023 / 04,,06/04/2023,Scale D,15.15342466
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,665429,02/12/2022,01/11/2022,Permanent,19/11/2012,2022 / 12,,01/12/2022,Scale F,10.04109589
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,665429,02/12/2022,01/11/2022,Permanent,19/11/2012,2022 / 12,,01/12/2022,Scale F,10.04109589
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,665429,02/12/2022,01/11/2022,Permanent,19/11/2012,2022 / 12,,01/12/2022,Scale F,10.04109589
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,665429,02/12/2022,01/11/2022,Permanent,19/11/2012,2022 / 12,,01/12/2022,Scale F,10.04109589
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,665429,02/12/2022,01/11/2022,Permanent,19/11/2012,2022 / 12,,01/12/2022,Scale F,10.04109589
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard part time,765421,28/02/2023,01/11/2022,Permanent,17/01/2005,2022 / 11,,29/11/2022,Scale F,18.1260274
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard part time,765421,28/02/2023,01/11/2022,Permanent,17/01/2005,2022 / 11,,29/11/2022,Scale F,18.1260274
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard part time,765421,28/02/2023,01/11/2022,Permanent,17/01/2005,2022 / 11,,29/11/2022,Scale F,18.1260274
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard part time,765421,28/02/2023,01/11/2022,Permanent,17/01/2005,2022 / 11,,29/11/2022,Scale F,18.1260274
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard part time,765421,28/02/2023,01/11/2022,Permanent,17/01/2005,2022 / 11,,29/11/2022,Scale F,18.1260274
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Disagree,Standard full time,765422,09/06/2023,20/03/2023,Permanent,30/09/2013,2023 / 03,,29/03/2023,Scale E,9.695890411
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,765422,09/06/2023,20/03/2023,Permanent,30/09/2013,2023 / 03,,29/03/2023,Scale E,9.695890411
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Disagree,Standard full time,765422,09/06/2023,20/03/2023,Permanent,30/09/2013,2023 / 03,,29/03/2023,Scale E,9.695890411
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,765422,09/06/2023,20/03/2023,Permanent,30/09/2013,2023 / 03,,29/03/2023,Scale E,9.695890411
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,765422,09/06/2023,20/03/2023,Permanent,30/09/2013,2023 / 03,,29/03/2023,Scale E,9.695890411
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,765423,17/03/2023,17/02/2023,Permanent,30/09/2013,2023 / 02,,17/02/2023,Scale I,9.465753425
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,765423,17/03/2023,17/02/2023,Permanent,30/09/2013,2023 / 02,,17/02/2023,Scale I,9.465753425
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Agree,Standard full time,765423,17/03/2023,17/02/2023,Permanent,30/09/2013,2023 / 02,,17/02/2023,Scale I,9.465753425
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Disagree,Standard full time,765423,17/03/2023,17/02/2023,Permanent,30/09/2013,2023 / 02,,17/02/2023,Scale I,9.465753425
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,765423,17/03/2023,17/02/2023,Permanent,30/09/2013,2023 / 02,,17/02/2023,Scale I,9.465753425
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,765424,22/09/2023,27/06/2023,Permanent,17/02/2014,2023 / 09,,17/09/2023,Scale E,9.6
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,765424,22/09/2023,27/06/2023,Permanent,17/02/2014,2023 / 09,,17/09/2023,Scale E,9.6
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,765424,22/09/2023,27/06/2023,Permanent,17/02/2014,2023 / 09,,17/09/2023,Scale E,9.6
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,765424,22/09/2023,27/06/2023,Permanent,17/02/2014,2023 / 09,,17/09/2023,Scale E,9.6
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,765424,22/09/2023,27/06/2023,Permanent,17/02/2014,2023 / 09,,17/09/2023,Scale E,9.6
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,765425,10/02/2023,18/11/2022,Permanent,17/02/2014,2023 / 02,,06/02/2023,Scale E,8.98630137
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,765425,10/02/2023,18/11/2022,Permanent,17/02/2014,2023 / 02,,06/02/2023,Scale E,8.98630137
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,765425,10/02/2023,18/11/2022,Permanent,17/02/2014,2023 / 02,,06/02/2023,Scale E,8.98630137
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,765425,10/02/2023,18/11/2022,Permanent,17/02/2014,2023 / 02,,06/02/2023,Scale E,8.98630137
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,765425,10/02/2023,18/11/2022,Permanent,17/02/2014,2023 / 02,,06/02/2023,Scale E,8.98630137
